magaza,magaza_tipi,tedarikci,tipik_gunluk_talep_adet,stok_toplam_adet,kalan_raf_omru_gun,stok_gun_karsiligi,tukenme_gun_taban_p50,fire_taban_p50,stoksuz_taban_p50,kacan_kar_taban_p50,tukenme_gun_taban_p90,fire_taban_p90,stoksuz_taban_p90,kacan_kar_taban_p90,tukenme_gun_politika_p50,fire_politika_p50,stoksuz_politika_p50,kacan_kar_politika_p50,tukenme_gun_politika_p10,fire_politika_p10,stoksuz_politika_p10,kacan_kar_politika_p10,tukenme_gun_politika_p90,fire_politika_p90,stoksuz_politika_p90,kacan_kar_politika_p90,siparis_toplam,siparis_sayisi,net_kazanc_eur,aciliyet,onay_kritik_stok,onay_fire_riski,onay_belirsiz,max_siparis_tutar_eur,onay_yuksek_tutar,onay_gerekli,onay_sebep
837,a,Rheinland,77.9,32.9,2,0.42,1,0.0,2670.3,5340.6,1,0.0,3233.0,6466.2,1,19.7,697.3,1395.0,1,225.0,465.7,931.5,1,0.0,1240.6,2481.1,1992.5,8,3827.4,kritik,1,0,0,1737.6,0,1,kritik_stok
838,d,ExpressLog,193.0,579.0,1,3.0,4,187.6,4576.6,9153.0,4,136.1,5062.7,10125.2,4,187.6,244.1,488.2,0,233.2,0.0,0.0,4,136.1,730.2,1460.4,4332.3,22,8664.8,normal,0,0,0,1726.2,0,0,yok
839,c,Schnellware,124.3,240.0,3,1.93,4,65.5,2349.2,4698.4,4,33.7,2723.7,5447.6,4,65.5,225.9,451.8,4,181.2,106.4,212.7,4,33.7,584.5,1169.1,2123.3,12,4246.6,normal,0,0,0,1622.4,0,0,yok
840,a,Schnellware,177.8,159.2,3,0.9,3,0.0,4010.3,8020.5,3,0.0,4482.8,8965.5,4,0.0,166.4,332.8,11,107.1,39.7,79.4,4,0.0,617.1,1234.3,3843.9,12,7687.7,yuksek,0,0,0,2680.2,0,0,yok
841,a,Rheinland,69.6,63.3,2,0.91,3,23.6,1603.1,3205.9,3,12.9,1864.6,3729.2,3,60.2,400.7,801.2,3,159.6,296.7,593.3,3,14.8,627.5,1255.0,1239.1,8,2185.1,yuksek,0,0,0,1056.0,0,0,yok
842,d,Schnellware,450.4,1024.7,1,2.28,4,97.4,10416.5,20832.9,3,0.0,11781.0,23562.0,4,97.4,586.4,1172.7,4,564.5,319.0,638.0,4,0.0,1862.6,3725.3,9830.1,12,19660.2,yuksek,0,0,0,6273.0,1,1,yuksek_tutar
843,c,Schnellware,230.7,679.1,1,2.94,4,234.2,5100.3,10200.5,4,165.3,5822.4,11644.7,4,234.2,434.3,868.6,4,449.0,223.7,447.2,4,165.3,1156.4,2312.8,4666.0,11,9331.9,normal,0,1,0,3434.4,0,1,fire_riski
844,a,Schnellware,97.9,146.2,1,1.49,3,0.0,2235.2,4470.4,3,0.0,2590.1,5180.2,4,0.0,153.7,307.4,11,78.1,27.0,53.9,4,0.0,493.2,986.6,2081.6,12,4163.0,yuksek,0,0,0,1531.2,0,0,yok
845,d,Nordmann,117.3,146.7,1,1.25,3,18.1,2806.6,5613.8,1,0.0,3189.4,6379.1,3,18.1,455.3,910.6,3,125.1,274.9,549.7,1,0.0,838.0,1675.9,2351.5,17,4703.2,kritik,1,1,1,1511.4,0,1,kritik_stok|fire_riski|belirsiz
846,a,Schnellware,220.5,478.2,1,2.17,4,96.0,5041.9,10083.6,4,37.8,5653.6,11307.5,4,96.0,370.6,741.1,4,293.5,161.7,323.5,4,37.8,952.0,1903.8,4671.3,12,9342.5,normal,0,1,0,3486.6,0,1,fire_riski
847,c,Schnellware,173.6,67.5,1,0.39,1,0.0,3851.1,7702.0,1,0.0,4411.5,8822.6,1,0.0,281.4,562.9,1,111.7,114.6,229.2,1,0.0,841.6,1683.5,3569.6,12,7139.1,kritik,1,0,0,2397.0,0,1,kritik_stok
848,a,Nordmann,158.8,476.5,1,3.0,4,177.5,3767.8,7536.1,4,134.1,4233.0,8466.5,4,177.5,483.6,967.4,4,322.6,261.4,522.7,4,134.1,948.7,1897.9,3284.3,17,6568.7,normal,0,0,0,1817.4,0,0,yok
849,c,Schnellware,198.8,126.6,1,0.64,1,0.0,4718.3,9436.1,1,0.0,5263.2,10526.5,1,0.0,253.3,506.5,1,116.7,85.9,171.8,1,0.0,798.5,1596.9,4464.7,12,8929.6,kritik,1,0,0,2929.8,0,1,kritik_stok
850,d,Nordmann,149.4,199.8,1,1.34,3,55.7,3472.4,6944.6,3,31.7,3901.6,7802.9,3,55.7,561.2,1122.5,3,173.0,350.5,700.9,3,31.7,990.5,1980.7,2911.2,17,5822.1,yuksek,0,0,0,1645.8,0,0,yok
851,d,Schnellware,133.3,186.4,1,1.4,3,0.0,3058.3,6116.4,3,0.0,3508.7,7017.3,4,0.0,149.1,298.4,11,100.5,43.4,86.8,4,0.0,574.4,1149.2,2909.1,12,5818.0,yuksek,0,0,0,1809.0,0,0,yok
852,c,ExpressLog,110.7,197.9,1,1.79,4,14.4,2494.2,4988.4,3,0.0,2802.7,5605.2,4,14.4,148.0,295.5,0,37.0,0.0,0.0,3,0.0,456.3,912.3,2346.4,22,4692.9,yuksek,0,0,0,937.8,0,0,yok
853,a,Rheinland,224.5,179.2,2,0.8,1,0.0,5473.3,10946.5,1,0.0,6058.6,12117.2,1,28.1,1286.3,2572.7,3,173.6,970.6,1941.1,1,0.0,1843.6,3687.2,4214.9,8,8205.2,kritik,1,0,1,3633.6,0,1,kritik_stok|belirsiz
854,c,Schnellware,160.1,252.4,1,1.58,3,0.0,3445.0,6889.9,3,0.0,3953.0,7905.7,4,0.0,170.5,341.1,11,118.0,38.6,77.1,4,0.0,654.3,1308.8,3274.3,12,6548.8,yuksek,0,0,0,2350.8,0,0,yok
855,a,Nordmann,137.5,336.6,1,2.45,4,94.8,3259.8,6519.8,4,59.7,3640.8,7282.0,4,94.8,411.9,824.2,4,208.2,229.5,459.0,4,59.7,793.6,1586.4,2847.8,17,5695.6,normal,0,0,0,1473.6,0,0,yok
856,a,Schnellware,174.6,385.2,1,2.21,4,60.0,3895.4,7790.8,4,20.7,4311.7,8623.2,4,60.0,216.8,433.9,4,192.4,106.3,212.5,4,20.7,611.9,1223.9,3678.7,12,7356.9,normal,0,0,0,2713.2,0,0,yok
857,c,Schnellware,179.3,368.0,1,2.05,3,0.0,4511.6,9023.3,3,0.0,5222.2,10444.3,4,0.0,236.2,472.3,11,175.9,60.4,120.6,4,0.0,903.3,1806.3,4275.4,12,8551.0,yuksek,0,0,0,2743.2,0,0,yok
858,a,Schnellware,115.7,347.0,1,3.0,4,108.3,2725.9,5451.4,4,74.7,3028.0,6055.9,4,108.3,221.1,442.2,4,214.8,129.1,258.4,4,74.7,505.6,1011.0,2504.5,11,5009.2,normal,0,0,0,1813.8,0,0,yok
859,c,Rheinland,183.3,36.7,2,0.2,1,0.0,4633.5,9267.1,1,0.0,5178.6,10358.0,1,0.0,1284.3,2568.5,1,65.8,924.2,1848.3,1,0.0,1829.5,3659.4,3349.3,8,6698.6,kritik,1,0,0,3002.4,0,1,kritik_stok
860,c,Schnellware,138.8,371.9,1,2.68,4,67.8,3355.0,6710.0,4,17.4,3827.0,7654.0,4,67.8,241.6,483.3,4,218.9,127.9,255.8,4,17.4,683.3,1366.5,3113.2,12,6226.7,normal,0,0,0,2229.0,0,0,yok
861,c,Schnellware,83.2,53.4,1,0.64,1,0.0,2215.6,4431.3,1,0.0,2539.6,5079.1,1,0.0,142.8,285.4,1,66.9,42.1,84.2,1,0.0,466.7,933.2,2072.9,12,4145.9,kritik,1,0,0,1366.8,0,1,kritik_stok
862,a,Schnellware,208.4,106.0,1,0.51,1,0.0,4841.6,9683.2,1,0.0,5478.9,10957.5,1,0.0,269.4,539.0,1,128.9,76.8,153.7,1,0.0,906.7,1813.3,4572.0,12,9144.2,kritik,1,0,0,3111.0,0,1,kritik_stok
863,a,Schnellware,174.5,37.5,1,0.21,1,0.0,5435.1,10870.1,1,0.0,6615.5,13231.0,1,0.0,562.4,1124.6,1,244.9,185.3,370.5,1,0.0,1742.8,3485.5,4872.7,12,9745.5,kritik,1,0,0,3320.4,0,1,kritik_stok
864,a,Schnellware,102.4,82.0,1,0.8,3,6.7,2465.1,4930.3,1,0.0,2754.9,5509.5,4,6.7,103.1,206.5,11,80.6,18.8,37.8,1,0.0,392.8,785.8,2361.8,12,4723.8,kritik,1,1,1,1633.2,0,1,kritik_stok|fire_riski|belirsiz
865,d,Schnellware,183.0,213.9,1,1.17,3,0.0,4270.3,8540.6,1,0.0,4861.4,9722.9,4,0.0,196.8,393.3,11,129.8,50.7,101.3,1,0.0,786.4,1572.7,4073.7,12,8147.3,kritik,1,0,1,2763.6,0,1,kritik_stok|belirsiz
866,d,Schnellware,166.0,72.8,1,0.44,1,0.0,4121.5,8242.9,1,0.0,4668.0,9336.5,1,0.0,280.2,560.3,1,115.3,107.8,215.8,1,0.0,827.0,1653.9,3841.3,12,7682.6,kritik,1,1,0,2605.2,0,1,kritik_stok|fire_riski
867,d,Schnellware,101.0,47.1,1,0.47,1,0.0,3062.3,6124.4,1,0.0,3712.2,7424.0,1,0.0,318.2,636.8,1,145.8,115.6,231.1,1,0.0,968.3,1936.3,2743.9,12,5487.6,kritik,1,0,0,1752.6,0,1,kritik_stok
868,d,Rheinland,233.9,74.0,2,0.32,1,0.0,5821.6,11643.2,1,0.0,6503.7,13007.5,1,0.0,1590.8,3181.5,1,97.2,1155.0,2310.1,1,0.0,2272.8,4545.8,4230.9,8,8461.7,kritik,1,0,0,3790.2,0,1,kritik_stok
869,c,Schnellware,141.8,135.5,1,0.96,3,0.0,3242.9,6485.7,3,0.0,3691.3,7382.4,4,0.0,203.1,406.4,11,100.0,37.9,75.7,4,0.0,633.3,1266.7,3039.7,12,6079.3,yuksek,0,0,0,2172.0,0,0,yok
870,a,Rheinland,170.0,126.4,2,0.74,1,0.0,4029.4,8059.1,1,0.0,4421.8,8843.4,1,23.8,933.0,1865.9,3,118.9,721.6,1443.4,1,0.0,1301.5,2602.6,3120.5,8,6050.4,kritik,1,0,1,2671.8,0,1,kritik_stok|belirsiz
871,d,Schnellware,149.5,375.4,1,2.51,4,29.2,3729.3,7458.6,3,0.0,4399.6,8799.5,4,29.2,258.4,517.0,4,244.1,136.7,273.3,4,0.0,884.6,1769.3,3470.9,12,6941.6,yuksek,0,1,0,2198.4,0,1,fire_riski
872,a,Schnellware,209.7,96.5,1,0.46,1,0.0,4645.6,9291.2,1,0.0,5220.7,10441.5,1,0.0,278.9,557.5,1,123.7,107.0,214.0,1,0.0,853.9,1707.8,4366.9,12,8733.7,kritik,1,0,0,2912.4,0,1,kritik_stok
873,a,Schnellware,92.7,245.2,3,2.64,4,78.3,2079.9,4159.8,4,54.7,2312.9,4626.1,4,78.3,165.1,330.2,4,154.2,103.8,207.6,4,54.7,385.3,770.3,1914.7,12,3829.6,normal,0,0,0,1410.6,0,0,yok
874,a,Schnellware,111.2,41.6,1,0.37,1,0.0,2846.4,5692.8,1,0.0,3208.3,6416.6,1,0.0,203.7,407.2,1,78.2,89.5,179.0,1,0.0,565.5,1131.1,2642.7,12,5285.6,kritik,1,0,0,1759.2,0,1,kritik_stok
875,d,Schnellware,121.7,64.7,1,0.53,1,0.0,2899.6,5799.8,1,0.0,3280.1,6560.2,1,0.0,173.2,346.4,1,76.5,34.6,69.2,1,0.0,553.3,1106.7,2726.7,12,5453.4,kritik,1,0,0,1905.6,0,1,kritik_stok
876,a,Nordmann,202.7,131.1,1,0.65,3,0.0,2132.7,4265.6,1,0.0,2528.9,5057.8,3,0.0,967.9,1935.8,3,15.7,651.9,1303.8,1,0.0,1364.1,2728.1,1165.0,5,2329.8,kritik,1,0,1,1455.6,0,1,kritik_stok|belirsiz
877,a,Schnellware,153.5,324.9,1,2.12,3,0.0,3683.1,7366.2,3,0.0,4234.0,8468.1,4,0.0,174.2,348.9,11,105.2,37.4,74.6,4,0.0,701.1,1402.1,3508.5,12,7017.3,yuksek,0,0,0,2359.8,0,0,yok
878,d,Schnellware,210.3,372.8,1,1.77,4,5.9,4751.7,9503.5,3,0.0,5341.4,10682.5,4,5.9,237.2,474.4,4,176.2,62.8,125.7,4,0.0,799.4,1598.6,4514.2,12,9029.1,yuksek,0,1,0,3290.4,0,1,fire_riski
879,d,Rheinland,89.9,55.1,2,0.61,1,0.0,2265.9,4531.6,1,0.0,2586.8,5173.6,1,13.0,590.1,1180.2,1,86.7,418.9,837.8,1,0.0,898.1,1796.2,1688.8,8,3273.4,kritik,1,0,0,1492.2,0,1,kritik_stok
880,a,Schnellware,182.6,43.6,1,0.24,1,0.0,4595.7,9191.2,1,0.0,5028.2,10056.6,1,0.0,270.6,541.0,1,96.3,130.2,260.3,1,0.0,703.2,1406.4,4325.1,12,8650.2,kritik,1,0,0,2848.8,0,1,kritik_stok
881,a,Schnellware,98.8,43.7,1,0.44,1,0.0,2323.4,4646.7,1,0.0,2681.7,5363.3,1,0.0,182.1,364.5,1,71.7,40.1,80.2,1,0.0,540.5,1081.0,2141.2,12,4282.2,kritik,1,1,0,1521.6,0,1,kritik_stok|fire_riski
882,a,Schnellware,161.8,461.8,1,2.85,4,171.1,3374.6,6748.9,4,130.9,3806.6,7613.6,4,171.1,281.6,563.4,4,312.3,158.1,316.0,4,130.9,714.1,1428.1,3092.6,11,6185.5,normal,0,0,0,2270.4,0,0,yok
883,a,Schnellware,114.7,59.9,1,0.52,1,0.0,2682.4,5365.0,1,0.0,3026.9,6053.9,1,0.0,145.5,291.1,1,77.3,40.0,80.1,1,0.0,490.0,980.0,2537.1,12,5073.9,kritik,1,0,0,1762.8,0,1,kritik_stok
884,d,Schnellware,132.1,26.4,1,0.2,1,0.0,3590.4,7180.8,1,0.0,4090.3,8180.8,1,0.0,288.7,577.8,1,108.1,128.0,256.1,1,0.0,788.7,1577.7,3301.6,12,6603.0,kritik,1,0,0,2284.2,0,1,kritik_stok
885,a,Nordmann,130.8,56.1,1,0.43,1,0.0,3833.2,7666.6,1,0.0,4349.9,8699.6,1,0.0,738.1,1476.7,1,121.8,455.5,911.2,1,0.0,1254.9,2509.6,3095.0,17,6189.9,kritik,1,0,0,1779.6,0,1,kritik_stok
886,a,ExpressLog,153.9,461.8,2,3.0,4,149.7,3697.3,7394.7,4,101.1,4146.0,8291.6,4,149.7,224.4,448.6,0,191.3,0.0,0.0,4,101.1,672.7,1345.5,3473.1,22,6946.1,normal,0,0,0,1425.6,0,0,yok
887,d,Schnellware,165.5,440.2,1,2.66,4,141.4,3956.2,7912.1,4,95.6,4470.7,8941.0,4,141.4,358.2,716.6,4,301.2,158.4,316.6,4,95.6,862.0,1723.8,3597.8,11,7195.5,normal,0,1,0,2735.4,0,1,fire_riski
888,d,Rheinland,193.4,68.5,2,0.35,1,0.0,5082.4,10164.8,1,0.0,5750.4,11500.5,1,14.1,1387.0,2774.3,1,119.4,975.5,1950.9,1,0.0,2040.8,4081.7,3709.4,8,7305.9,kritik,1,0,0,3311.4,0,1,kritik_stok
889,d,Nordmann,98.9,71.4,1,0.72,1,0.0,2396.3,4792.1,1,0.0,2726.3,5452.7,1,0.0,400.9,801.3,3,65.0,235.3,470.8,1,0.0,730.8,1461.9,1995.3,17,3990.8,kritik,1,0,1,1053.0,0,1,kritik_stok|belirsiz
890,a,Schnellware,136.9,56.2,1,0.41,1,0.0,3615.9,7232.1,1,0.0,4129.8,8259.2,1,0.0,263.4,526.7,1,111.9,98.2,196.3,1,0.0,777.0,1553.9,3352.6,12,6705.4,kritik,1,0,0,2361.0,0,1,kritik_stok
891,a,Nordmann,195.3,198.2,1,1.02,3,0.0,4196.9,8393.6,1,0.0,4870.1,9740.3,3,0.0,717.1,1434.5,3,122.1,378.6,757.1,1,0.0,1390.7,2781.2,3479.6,17,6959.1,kritik,1,0,1,1990.8,0,1,kritik_stok|belirsiz
892,a,Rheinland,176.1,69.4,2,0.39,1,0.0,4363.6,8727.5,1,0.0,5025.3,10050.4,1,97.2,1107.0,2213.8,1,316.8,829.3,1658.8,1,7.5,1678.8,3357.5,3354.0,8,5930.5,kritik,1,0,0,2850.0,0,1,kritik_stok
893,a,ExpressLog,156.8,183.3,1,1.17,3,0.0,3655.0,7309.6,3,0.0,4039.7,8080.3,3,0.0,182.5,364.6,0,0.0,0.0,0.0,3,0.0,546.6,1093.1,3472.5,23,6945.0,yuksek,0,0,0,1215.6,0,0,yok
894,a,ExpressLog,201.9,199.0,1,0.99,3,32.7,4762.5,9525.0,3,2.0,5396.8,10793.1,3,32.7,309.5,618.8,0,59.0,0.0,0.0,3,2.0,943.7,1887.0,4453.1,23,8906.2,yuksek,0,0,0,1911.0,0,0,yok
895,a,Schnellware,227.8,388.4,1,1.71,3,0.0,5347.5,10694.9,3,0.0,5899.5,11798.8,4,0.0,190.0,380.2,11,124.9,41.7,83.4,4,0.0,712.2,1424.6,5157.2,12,10314.7,yuksek,0,1,0,3394.8,0,1,fire_riski
896,a,Schnellware,169.9,341.6,3,2.01,4,8.0,3744.5,7488.6,3,0.0,4207.0,8414.0,4,8.0,164.5,329.0,4,142.3,64.6,129.2,4,0.0,603.3,1206.6,3579.7,12,7159.6,yuksek,0,0,0,2373.0,0,0,yok
897,c,Schnellware,81.2,67.9,3,0.84,1,0.0,1900.4,3800.8,1,0.0,2341.8,4684.1,1,0.0,157.6,315.4,11,87.8,39.1,78.1,1,0.0,599.3,1198.8,1742.6,12,3485.4,kritik,1,0,1,1099.8,0,1,kritik_stok|belirsiz
898,a,Schnellware,146.0,109.2,1,0.75,3,0.0,3713.7,7427.4,3,0.0,4386.2,8772.7,4,0.0,341.0,682.3,11,124.7,66.4,132.8,4,0.0,987.5,1975.1,3372.4,12,6745.1,yuksek,0,0,0,2457.6,0,0,yok
899,d,Schnellware,120.5,244.1,1,2.03,4,58.3,2834.4,5668.9,4,21.7,3256.0,6511.9,4,58.3,289.8,579.3,4,183.5,114.4,229.0,4,21.7,692.7,1385.5,2544.6,12,5089.6,normal,0,1,0,1941.6,0,1,fire_riski
900,a,ExpressLog,141.8,85.6,1,0.6,1,0.0,3658.6,7317.6,1,0.0,4049.9,8100.1,1,0.0,251.9,503.6,1,0.0,42.1,84.3,1,0.0,643.0,1286.2,3407.1,23,6814.0,kritik,1,0,0,1190.4,0,1,kritik_stok
901,a,Schnellware,175.1,516.0,1,2.95,4,206.6,3872.3,7744.6,4,164.1,4307.5,8615.3,4,206.6,316.7,633.5,4,344.8,158.6,317.3,4,164.1,752.1,1504.2,3555.7,12,7111.1,normal,0,1,0,2688.0,0,1,fire_riski
902,a,Schnellware,122.6,300.8,1,2.45,4,89.9,2408.8,4818.0,4,61.4,2699.3,5398.5,4,89.9,196.1,392.1,4,187.3,120.6,241.3,4,61.4,470.3,940.4,2213.0,12,4425.9,normal,0,0,0,1473.6,0,0,yok
903,d,Nordmann,287.9,483.1,1,1.68,3,0.0,6473.8,12947.6,3,0.0,7284.1,14568.5,3,0.0,869.7,1739.4,3,170.2,454.0,908.2,3,0.0,1680.0,3360.3,5604.1,17,11208.2,yuksek,0,0,0,3612.6,0,0,yok
904,d,Schnellware,147.5,442.5,1,3.0,4,183.8,3130.0,6260.2,4,143.1,3537.5,7074.7,4,183.8,252.9,506.2,4,312.3,134.2,268.3,4,143.1,660.3,1320.8,2877.1,11,5754.0,normal,0,1,0,2106.6,0,1,fire_riski
905,a,Schnellware,207.2,153.9,3,0.74,3,0.0,3739.2,7478.3,1,0.0,4462.4,8925.0,4,0.0,258.9,518.1,11,148.8,54.0,107.8,1,0.0,966.8,1933.5,3480.1,12,6960.2,kritik,1,0,1,2502.6,0,1,kritik_stok|belirsiz
906,a,ExpressLog,266.0,797.9,1,3.0,4,327.4,5970.5,11941.1,4,263.2,6681.0,13362.5,4,327.4,348.4,696.8,0,382.8,0.0,0.0,4,263.2,1059.1,2118.2,5622.1,22,11244.3,normal,0,0,0,2186.4,0,0,yok
907,a,Schnellware,151.5,239.9,1,1.58,3,0.0,3671.2,7342.5,3,0.0,4199.9,8399.8,4,0.0,176.9,354.2,11,118.5,49.9,99.7,4,0.0,678.3,1356.8,3494.1,12,6988.3,yuksek,0,0,0,2281.8,0,0,yok
908,a,Schnellware,98.8,46.6,1,0.47,1,0.0,2443.9,4888.0,1,0.0,2822.5,5645.1,1,0.0,202.4,405.0,1,77.8,38.7,77.3,1,0.0,581.1,1162.1,2241.5,12,4483.0,kritik,1,0,0,1601.4,0,1,kritik_stok
909,a,Schnellware,254.5,656.6,1,2.58,15,656.6,3073.9,6147.3,15,656.6,3428.3,6856.9,15,656.6,879.5,1758.8,18,666.8,587.1,1174.1,15,656.6,1234.3,2468.4,2194.2,7,4388.5,dusuk,0,0,0,1975.8,0,0,yok
910,d,ExpressLog,136.7,96.8,1,0.71,1,0.0,3265.4,6530.8,1,0.0,3688.5,7376.8,1,0.0,213.7,427.5,0,0.0,0.0,0.0,1,0.0,636.7,1273.5,3051.9,23,6103.3,kritik,1,0,1,1244.4,0,1,kritik_stok|belirsiz
911,a,Schnellware,241.2,152.7,1,0.63,1,0.0,5625.1,11250.2,1,0.0,6249.9,12500.2,1,0.0,270.2,540.4,1,130.1,74.5,149.0,1,0.0,895.2,1790.5,5354.9,12,10709.8,kritik,1,0,0,3650.4,0,1,kritik_stok
912,c,Schnellware,140.5,421.4,1,3.0,4,147.9,3079.7,6159.5,4,106.0,3522.4,7044.9,4,147.9,268.6,537.0,4,284.5,149.5,299.1,4,106.0,711.1,1422.4,2811.1,11,5622.5,normal,0,1,0,1896.6,0,1,fire_riski
913,a,Schnellware,214.0,515.8,1,2.41,4,144.7,4880.9,9762.2,4,92.2,5493.0,10986.3,4,144.7,424.1,848.2,4,326.4,187.2,374.4,4,92.2,1008.8,2017.1,4456.9,12,8914.0,normal,0,1,0,3376.2,0,1,fire_riski
914,c,Schnellware,230.9,175.6,1,0.76,1,0.0,5313.5,10626.9,1,0.0,5937.9,11875.5,1,0.0,223.9,447.6,11,132.0,44.5,89.0,1,0.0,848.3,1696.3,5089.6,12,10179.3,kritik,1,0,1,3528.6,0,1,kritik_stok|belirsiz
915,d,ExpressLog,152.5,457.5,1,3.0,4,142.7,3459.0,6918.0,4,77.2,4045.0,8089.9,4,142.7,282.5,565.1,0,200.7,0.0,0.0,4,77.2,868.6,1737.0,3176.6,22,6352.9,normal,0,0,0,1121.4,0,0,yok
916,a,Schnellware,131.3,258.0,1,1.97,3,0.0,2860.4,5720.8,3,0.0,3213.0,6426.1,4,0.0,119.1,238.4,4,97.9,32.9,65.6,4,0.0,452.1,904.4,2741.1,12,5482.4,yuksek,0,0,0,1941.6,0,0,yok
917,a,ExpressLog,160.6,481.7,1,3.0,4,205.3,3620.4,7240.5,4,160.1,4085.2,8170.5,4,205.3,228.1,456.2,0,240.8,0.0,0.0,4,160.1,692.7,1386.2,3392.0,22,6784.3,normal,0,1,0,1431.6,0,1,fire_riski
918,a,Schnellware,122.9,366.7,1,2.98,4,163.1,2826.2,5652.1,4,130.9,3166.5,6333.1,4,163.1,248.3,496.6,4,268.3,127.0,254.1,4,130.9,588.7,1177.6,2577.7,11,5155.5,normal,0,1,0,1947.6,0,1,fire_riski
919,a,Schnellware,132.0,371.5,3,2.82,4,133.4,3069.4,6138.7,4,92.8,3450.8,6901.7,4,133.4,304.6,609.2,4,252.3,130.1,260.2,4,92.8,683.1,1366.4,2764.9,11,5529.5,normal,0,0,0,2126.4,0,0,yok
920,a,Nordmann,139.8,98.0,1,0.7,1,0.0,3551.7,7103.6,1,0.0,3981.7,7963.4,1,0.0,629.1,1258.0,1,94.7,401.6,803.0,1,0.0,1059.0,2117.9,2922.8,17,5845.6,kritik,1,0,0,1842.6,0,1,kritik_stok
921,a,Schnellware,224.6,317.6,1,1.41,3,0.0,5102.0,10204.1,3,0.0,5802.0,11604.0,4,0.0,272.8,545.8,11,151.8,44.1,88.3,4,0.0,940.5,1881.1,4829.3,12,9658.3,yuksek,0,0,0,3484.2,0,0,yok
922,d,Schnellware,180.8,121.7,3,0.67,1,0.0,4274.3,8548.3,1,0.0,4784.6,9568.7,1,0.0,253.5,506.9,1,115.7,97.4,194.8,1,0.0,763.6,1527.3,4021.0,12,8041.4,kritik,1,0,0,2649.0,0,1,kritik_stok
923,a,Nordmann,131.3,393.9,1,3.0,4,126.7,2936.0,5871.8,4,99.3,3197.6,6395.6,4,126.7,361.2,722.3,4,213.8,232.3,464.5,4,99.3,623.0,1246.1,2574.7,17,5149.5,normal,0,1,0,1507.2,0,1,fire_riski
924,a,Schnellware,113.9,83.4,1,0.73,3,0.0,2644.5,5289.0,1,0.0,2966.5,5933.6,4,0.0,133.8,267.8,11,73.4,23.4,46.7,1,0.0,455.1,910.2,2510.7,12,5021.2,kritik,1,0,1,1753.8,0,1,kritik_stok|belirsiz
925,c,Schnellware,161.3,42.1,1,0.26,1,0.0,4182.4,8364.7,1,0.0,4890.0,9780.0,1,0.0,386.6,773.0,1,151.9,181.9,363.9,1,0.0,1094.2,2188.4,3796.0,12,7591.7,kritik,1,0,0,2270.4,0,1,kritik_stok
926,d,ExpressLog,174.3,523.0,1,3.0,4,180.3,3948.6,7897.1,4,123.5,4483.4,8966.8,4,180.3,263.9,527.8,0,229.5,0.0,0.0,4,123.5,798.8,1597.5,3684.5,22,7369.3,normal,0,1,0,1557.6,0,1,fire_riski
927,a,Schnellware,156.8,250.7,1,1.6,3,0.0,3444.9,6889.8,3,0.0,3971.2,7942.5,4,0.0,212.8,425.5,11,119.1,34.1,68.0,4,0.0,714.8,1429.8,3232.0,12,6464.3,yuksek,0,0,0,2376.0,0,0,yok
928,d,Schnellware,191.7,342.3,3,1.79,4,0.0,4188.1,8376.9,3,0.0,4821.1,9642.1,4,0.0,255.3,510.8,4,174.2,59.6,119.2,4,0.0,856.9,1714.2,3932.9,12,7866.1,yuksek,0,0,0,2912.4,0,0,yok
929,a,Schnellware,141.4,204.4,1,1.45,3,0.0,3191.7,6383.5,3,0.0,3580.1,7160.4,4,0.0,131.7,263.4,11,79.9,27.2,54.4,4,0.0,500.4,1001.2,3060.1,12,6120.1,yuksek,0,0,0,2151.6,0,0,yok
930,a,Schnellware,173.8,431.4,1,2.48,4,81.0,3867.2,7734.2,4,23.6,4442.5,8884.9,4,81.0,290.7,581.1,4,257.8,151.2,302.3,4,23.6,833.6,1667.3,3576.7,12,7153.1,normal,0,0,0,2689.2,0,0,yok
931,a,Schnellware,82.4,184.6,1,2.24,3,0.0,2859.1,5718.6,2,0.0,3594.3,7188.6,4,0.0,223.6,447.2,11,171.7,43.2,86.4,2,0.0,934.3,1869.0,2635.9,12,5271.4,yuksek,0,0,0,1662.0,0,0,yok
932,a,Rheinland,178.6,221.0,2,1.24,3,75.0,4263.9,8527.5,3,46.8,4745.0,9490.1,3,104.8,988.4,1976.6,3,265.0,756.6,1513.5,3,46.8,1439.8,2879.7,3305.4,8,6372.1,yuksek,0,0,0,2835.0,0,0,yok
933,a,Schnellware,172.4,272.7,3,1.58,3,0.0,4033.0,8065.7,3,0.0,4607.1,9213.9,4,0.0,218.6,436.9,11,132.7,34.8,69.7,4,0.0,765.0,1530.2,3814.3,12,7628.8,yuksek,0,0,0,2767.8,0,0,yok
934,a,Rheinland,163.0,162.3,2,1.0,3,26.2,3782.0,7563.7,3,2.3,4234.7,8469.6,3,63.9,909.7,1819.2,3,216.9,692.9,1385.8,3,2.3,1324.8,2649.8,2910.0,8,5518.3,yuksek,0,0,0,2518.8,0,0,yok
935,a,Schnellware,134.7,404.0,1,3.0,4,161.3,3139.0,6278.0,4,117.5,3578.2,7156.6,4,161.3,285.0,570.3,4,292.1,147.7,295.4,4,117.5,724.5,1448.9,2854.0,11,5707.7,normal,0,1,0,2173.8,0,1,fire_riski
