magaza,magaza_tipi,urun_yelpazesi,tipik_gunluk_talep_adet,stok_toplam_adet,yas0_adet,yas1_adet,yas2_adet,en_eski_yas,kalan_raf_omru_gun,stok_gun_karsiligi,tedarikci,profil,referans_gun
817,a,a,531.2,1030.8,638.4,300.5,91.9,2,1,1.94,Nordmann,normal,2015-07-03
818,d,a,145.2,355.2,314.3,0.0,40.9,2,1,2.45,Schnellware,normal,2015-07-03
819,a,c,149.6,448.8,300.8,0.0,148.0,2,1,3.0,Schnellware,yavas_devir,2015-07-03
820,a,c,297.7,181.4,153.7,0.0,27.7,2,1,0.61,Schnellware,normal,2015-07-03
821,a,a,167.5,100.9,0.0,70.4,30.5,2,1,0.6,ExpressLog,normal,2015-07-03
822,a,c,186.3,280.8,0.0,280.8,0.0,1,2,1.51,Rheinland,yavas_devir,2015-07-03
823,a,c,139.6,56.5,56.5,0.0,0.0,0,3,0.4,Schnellware,normal,2015-07-03
824,a,a,162.6,61.1,51.2,0.0,9.9,2,1,0.38,Schnellware,normal,2015-07-03
825,a,a,110.4,45.0,38.7,0.0,6.3,2,1,0.41,Schnellware,normal,2015-07-03
826,a,c,214.8,513.8,455.3,0.0,58.5,2,1,2.39,Schnellware,normal,2015-07-03
827,a,c,305.3,738.1,364.3,275.5,98.3,2,1,2.42,ExpressLog,normal,2015-07-03
828,d,c,123.1,64.8,0.0,64.8,0.0,1,2,0.53,Rheinland,normal,2015-07-03
829,c,a,144.0,432.0,388.9,0.0,43.1,2,1,3.0,Schnellware,normal,2015-07-03
830,a,c,145.5,56.6,44.6,0.0,12.0,2,1,0.39,Nordmann,normal,2015-07-03
831,a,a,304.1,912.3,784.1,0.0,128.2,2,1,3.0,Schnellware,normal,2015-07-03
832,d,a,158.7,258.4,0.0,202.1,56.3,2,1,1.63,Nordmann,normal,2015-07-03
833,d,c,133.1,26.6,0.0,0.0,26.6,2,1,0.2,Schnellware,normal,2015-07-03
834,a,a,140.5,81.7,0.0,81.7,0.0,1,2,0.58,Rheinland,normal,2015-07-03
835,a,a,124.1,133.5,90.6,32.6,10.3,2,1,1.08,ExpressLog,normal,2015-07-03
836,a,a,135.7,99.4,83.5,0.0,15.9,2,1,0.73,Schnellware,normal,2015-07-03
837,a,c,77.9,32.9,0.0,32.9,0.0,1,2,0.42,Rheinland,normal,2015-07-03
838,d,c,193.0,579.0,344.1,163.6,71.3,2,1,3.0,ExpressLog,normal,2015-07-03
839,c,a,124.3,240.0,240.0,0.0,0.0,0,3,1.93,Schnellware,normal,2015-07-03
840,a,a,177.8,159.2,159.2,0.0,0.0,0,3,0.9,Schnellware,normal,2015-07-03
841,a,a,69.6,63.3,0.0,63.3,0.0,1,2,0.91,Rheinland,normal,2015-07-03
842,d,c,450.4,1024.7,901.9,0.0,122.8,2,1,2.28,Schnellware,normal,2015-07-03
843,c,a,230.7,679.1,569.9,0.0,109.2,2,1,2.94,Schnellware,normal,2015-07-03
844,a,a,97.9,146.2,115.1,0.0,31.1,2,1,1.49,Schnellware,normal,2015-07-03
845,d,a,117.3,146.7,0.0,95.3,51.4,2,1,1.25,Nordmann,normal,2015-07-03
846,a,c,220.5,478.2,372.5,0.0,105.7,2,1,2.17,Schnellware,normal,2015-07-03
847,c,c,173.6,67.5,0.0,0.0,67.5,2,1,0.39,Schnellware,normal,2015-07-03
848,a,c,158.8,476.5,289.8,134.0,52.7,2,1,3.0,Nordmann,normal,2015-07-03
849,c,c,198.8,126.6,97.0,0.0,29.6,2,1,0.64,Schnellware,normal,2015-07-03
850,d,a,149.4,199.8,0.0,156.8,43.0,2,1,1.34,Nordmann,normal,2015-07-03
851,d,c,133.3,186.4,164.7,0.0,21.7,2,1,1.4,Schnellware,normal,2015-07-03
852,c,a,110.7,197.9,120.6,54.9,22.4,2,1,1.79,ExpressLog,normal,2015-07-03
853,a,a,224.5,179.2,0.0,179.2,0.0,1,2,0.8,Rheinland,normal,2015-07-03
854,c,a,160.1,252.4,202.7,0.0,49.7,2,1,1.58,Schnellware,normal,2015-07-03
855,a,a,137.5,336.6,285.2,0.0,51.4,2,1,2.45,Nordmann,normal,2015-07-03
856,a,a,174.6,385.2,346.8,0.0,38.4,2,1,2.21,Schnellware,normal,2015-07-03
857,c,a,179.3,368.0,314.0,0.0,54.0,2,1,2.05,Schnellware,normal,2015-07-03
858,a,a,115.7,347.0,313.1,0.0,33.9,2,1,3.0,Schnellware,normal,2015-07-03
859,c,a,183.3,36.7,0.0,36.7,0.0,1,2,0.2,Rheinland,normal,2015-07-03
860,c,c,138.8,371.9,318.1,0.0,53.8,2,1,2.68,Schnellware,normal,2015-07-03
861,c,c,83.2,53.4,47.0,0.0,6.4,2,1,0.64,Schnellware,normal,2015-07-03
862,a,c,208.4,106.0,90.5,0.0,15.5,2,1,0.51,Schnellware,normal,2015-07-03
863,a,c,174.5,37.5,0.0,0.0,37.5,2,1,0.21,Schnellware,normal,2015-07-03
864,a,a,102.4,82.0,0.0,0.0,82.0,2,1,0.8,Schnellware,yavas_devir,2015-07-03
865,d,c,183.0,213.9,143.5,0.0,70.4,2,1,1.17,Schnellware,yavas_devir,2015-07-03
866,d,a,166.0,72.8,0.0,0.0,72.8,2,1,0.44,Schnellware,normal,2015-07-03
867,d,c,101.0,47.1,39.7,0.0,7.4,2,1,0.47,Schnellware,normal,2015-07-03
868,d,c,233.9,74.0,0.0,74.0,0.0,1,2,0.32,Rheinland,normal,2015-07-03
869,c,a,141.8,135.5,117.3,0.0,18.2,2,1,0.96,Schnellware,normal,2015-07-03
870,a,a,170.0,126.4,0.0,126.4,0.0,1,2,0.74,Rheinland,normal,2015-07-03
871,d,c,149.5,375.4,313.4,0.0,62.0,2,1,2.51,Schnellware,normal,2015-07-03
872,a,c,209.7,96.5,84.5,0.0,12.0,2,1,0.46,Schnellware,normal,2015-07-03
873,a,a,92.7,245.2,245.2,0.0,0.0,0,3,2.64,Schnellware,normal,2015-07-03
874,a,a,111.2,41.6,0.0,0.0,41.6,2,1,0.37,Schnellware,normal,2015-07-03
875,d,a,121.7,64.7,54.5,0.0,10.2,2,1,0.53,Schnellware,normal,2015-07-03
876,a,a,202.7,131.1,81.4,33.1,16.6,2,1,0.65,Nordmann,normal,2015-07-03
877,a,c,153.5,324.9,268.8,0.0,56.1,2,1,2.12,Schnellware,normal,2015-07-03
878,d,c,210.3,372.8,278.1,0.0,94.7,2,1,1.77,Schnellware,yavas_devir,2015-07-03
879,d,a,89.9,55.1,0.0,55.1,0.0,1,2,0.61,Rheinland,normal,2015-07-03
880,a,c,182.6,43.6,0.0,0.0,43.6,2,1,0.24,Schnellware,normal,2015-07-03
881,a,a,98.8,43.7,0.0,0.0,43.7,2,1,0.44,Schnellware,normal,2015-07-03
882,a,a,161.8,461.8,413.7,0.0,48.1,2,1,2.85,Schnellware,normal,2015-07-03
883,a,a,114.7,59.9,51.3,0.0,8.6,2,1,0.52,Schnellware,normal,2015-07-03
884,d,c,132.1,26.4,0.0,0.0,26.4,2,1,0.2,Schnellware,normal,2015-07-03
885,a,a,130.8,56.1,0.0,30.0,26.1,2,1,0.43,Nordmann,yavas_devir,2015-07-03
886,a,c,153.9,461.8,314.0,147.8,0.0,1,2,3.0,ExpressLog,normal,2015-07-03
887,d,a,165.5,440.2,359.4,0.0,80.8,2,1,2.66,Schnellware,normal,2015-07-03
888,d,a,193.4,68.5,0.0,68.5,0.0,1,2,0.35,Rheinland,normal,2015-07-03
889,d,a,98.9,71.4,42.6,21.5,7.3,2,1,0.72,Nordmann,normal,2015-07-03
890,a,a,136.9,56.2,45.3,0.0,10.9,2,1,0.41,Schnellware,normal,2015-07-03
891,a,c,195.3,198.2,114.6,60.4,23.2,2,1,1.02,Nordmann,normal,2015-07-03
892,a,a,176.1,69.4,0.0,69.4,0.0,1,2,0.39,Rheinland,normal,2015-07-03
893,a,a,156.8,183.3,152.8,0.0,30.5,2,1,1.17,ExpressLog,normal,2015-07-03
894,a,a,201.9,199.0,0.0,151.6,47.4,2,1,0.99,ExpressLog,normal,2015-07-03
895,a,c,227.8,388.4,276.7,0.0,111.7,2,1,1.71,Schnellware,yavas_devir,2015-07-03
896,a,c,169.9,341.6,341.6,0.0,0.0,0,3,2.01,Schnellware,normal,2015-07-03
897,c,c,81.2,67.9,67.9,0.0,0.0,0,3,0.84,Schnellware,yavas_devir,2015-07-03
898,a,a,146.0,109.2,90.8,0.0,18.4,2,1,0.75,Schnellware,normal,2015-07-03
899,d,a,120.5,244.1,194.4,0.0,49.7,2,1,2.03,Schnellware,normal,2015-07-03
900,a,a,141.8,85.6,46.6,27.1,11.9,2,1,0.6,ExpressLog,normal,2015-07-03
901,a,c,175.1,516.0,301.6,0.0,214.4,2,1,2.95,Schnellware,yavas_devir,2015-07-03
902,a,a,122.6,300.8,267.7,0.0,33.1,2,1,2.45,Schnellware,normal,2015-07-03
903,d,c,287.9,483.1,402.9,0.0,80.2,2,1,1.68,Nordmann,normal,2015-07-03
904,d,c,147.5,442.5,284.1,0.0,158.4,2,1,3.0,Schnellware,yavas_devir,2015-07-03
905,a,a,207.2,153.9,153.9,0.0,0.0,0,3,0.74,Schnellware,normal,2015-07-03
906,a,a,266.0,797.9,523.9,208.7,65.3,2,1,3.0,ExpressLog,normal,2015-07-03
907,a,c,151.5,239.9,206.1,0.0,33.8,2,1,1.58,Schnellware,normal,2015-07-03
908,a,a,98.8,46.6,40.1,0.0,6.5,2,1,0.47,Schnellware,normal,2015-07-03
909,a,c,254.5,656.6,562.2,0.0,94.4,2,1,2.58,Schnellware,normal,2015-07-03
910,d,c,136.7,96.8,62.7,26.1,8.0,2,1,0.71,ExpressLog,normal,2015-07-03
911,a,c,241.2,152.7,124.1,0.0,28.6,2,1,0.63,Schnellware,normal,2015-07-03
912,c,c,140.5,421.4,329.6,0.0,91.8,2,1,3.0,Schnellware,yavas_devir,2015-07-03
913,a,a,214.0,515.8,406.9,0.0,108.9,2,1,2.41,Schnellware,normal,2015-07-03
914,c,c,230.9,175.6,142.8,0.0,32.8,2,1,0.76,Schnellware,normal,2015-07-03
915,d,c,152.5,457.5,294.1,106.9,56.5,2,1,3.0,ExpressLog,normal,2015-07-03
916,a,a,131.3,258.0,219.0,0.0,39.0,2,1,1.97,Schnellware,normal,2015-07-03
917,a,a,160.6,481.7,189.8,185.7,106.2,2,1,3.0,ExpressLog,yavas_devir,2015-07-03
918,a,c,122.9,366.7,311.6,0.0,55.1,2,1,2.98,Schnellware,normal,2015-07-03
919,a,a,132.0,371.5,371.5,0.0,0.0,0,3,2.82,Schnellware,yavas_devir,2015-07-03
920,a,a,139.8,98.0,60.5,28.9,8.6,2,1,0.7,Nordmann,normal,2015-07-03
921,a,a,224.6,317.6,262.2,0.0,55.4,2,1,1.41,Schnellware,normal,2015-07-03
922,d,a,180.8,121.7,121.7,0.0,0.0,0,3,0.67,Schnellware,normal,2015-07-03
923,a,a,131.3,393.9,206.9,124.0,63.0,2,1,3.0,Nordmann,yavas_devir,2015-07-03
924,a,a,113.9,83.4,71.1,0.0,12.3,2,1,0.73,Schnellware,normal,2015-07-03
925,c,a,161.3,42.1,0.0,0.0,42.1,2,1,0.26,Schnellware,normal,2015-07-03
926,d,c,174.3,523.0,251.6,175.6,95.8,2,1,3.0,ExpressLog,yavas_devir,2015-07-03
927,a,a,156.8,250.7,212.6,0.0,38.1,2,1,1.6,Schnellware,normal,2015-07-03
928,d,c,191.7,342.3,342.3,0.0,0.0,0,3,1.79,Schnellware,normal,2015-07-03
929,a,c,141.4,204.4,178.5,0.0,25.9,2,1,1.45,Schnellware,normal,2015-07-03
930,a,a,173.8,431.4,362.1,0.0,69.3,2,1,2.48,Schnellware,normal,2015-07-03
931,a,c,82.4,184.6,163.5,0.0,21.1,2,1,2.24,Schnellware,normal,2015-07-03
932,a,a,178.6,221.0,0.0,221.0,0.0,1,2,1.24,Rheinland,normal,2015-07-03
933,a,c,172.4,272.7,272.7,0.0,0.0,0,3,1.58,Schnellware,normal,2015-07-03
934,a,c,163.0,162.3,0.0,162.3,0.0,1,2,1.0,Rheinland,normal,2015-07-03
935,a,c,134.7,404.0,349.7,0.0,54.3,2,1,3.0,Schnellware,normal,2015-07-03
936,a,a,173.6,520.8,356.8,0.0,164.0,2,1,3.0,Schnellware,yavas_devir,2015-07-03
937,d,a,173.9,34.8,0.0,0.0,34.8,2,1,0.2,Schnellware,normal,2015-07-03
938,a,a,230.2,167.0,0.0,167.0,0.0,1,2,0.73,Rheinland,normal,2015-07-03
939,d,a,144.9,434.7,383.1,0.0,51.6,2,1,3.0,Schnellware,normal,2015-07-03
940,d,c,174.2,448.4,388.7,0.0,59.7,2,1,2.57,Schnellware,normal,2015-07-03
941,a,a,121.3,364.0,250.0,114.0,0.0,1,2,3.0,Nordmann,normal,2015-07-03
942,d,c,145.6,180.4,0.0,180.4,0.0,1,2,1.24,Rheinland,normal,2015-07-03
943,d,c,170.0,403.0,403.0,0.0,0.0,0,3,2.37,Schnellware,yavas_devir,2015-07-03
944,c,a,193.4,561.9,303.1,175.8,83.0,2,1,2.91,ExpressLog,normal,2015-07-03
945,a,c,106.0,46.4,0.0,0.0,46.4,2,1,0.44,Schnellware,normal,2015-07-03
946,a,a,101.0,101.3,81.2,0.0,20.1,2,1,1.0,Schnellware,normal,2015-07-03
947,a,a,206.6,192.6,0.0,0.0,192.6,2,1,0.93,Schnellware,yavas_devir,2015-07-03
948,b,b,165.2,78.4,78.4,0.0,0.0,0,3,0.47,Schnellware,normal,2015-07-03
949,a,a,126.1,261.8,214.3,0.0,47.5,2,1,2.08,Schnellware,normal,2015-07-03
950,a,a,138.1,27.6,0.0,27.6,0.0,1,2,0.2,Rheinland,normal,2015-07-03
951,d,c,188.1,69.7,59.2,0.0,10.5,2,1,0.37,Schnellware,normal,2015-07-03
952,d,c,162.3,486.8,190.4,202.0,94.4,2,1,3.0,Nordmann,yavas_devir,2015-07-03
953,a,a,123.6,370.8,195.2,125.7,49.9,2,1,3.0,ExpressLog,normal,2015-07-03
954,a,a,167.6,33.5,0.0,33.5,0.0,1,2,0.2,Rheinland,normal,2015-07-03
955,d,c,112.2,25.9,0.0,25.9,0.0,1,2,0.23,Rheinland,normal,2015-07-03
956,a,a,91.5,113.1,0.0,113.1,0.0,1,2,1.24,Rheinland,normal,2015-07-03
957,d,c,187.7,97.0,0.0,73.1,23.9,2,1,0.52,ExpressLog,normal,2015-07-03
958,a,a,104.0,207.6,207.6,0.0,0.0,0,3,2.0,Schnellware,normal,2015-07-03
959,a,c,169.0,328.6,274.5,0.0,54.1,2,1,1.94,Schnellware,normal,2015-07-03
960,d,a,161.8,332.9,332.9,0.0,0.0,0,3,2.06,Schnellware,normal,2015-07-03
961,d,c,159.1,351.5,351.5,0.0,0.0,0,3,2.21,Schnellware,normal,2015-07-03
962,c,a,159.3,336.6,276.2,0.0,60.4,2,1,2.11,Schnellware,normal,2015-07-03
963,a,c,242.0,48.4,0.0,48.4,0.0,1,2,0.2,Rheinland,normal,2015-07-03
964,a,a,238.3,364.4,320.0,0.0,44.4,2,1,1.53,Schnellware,normal,2015-07-03
965,a,c,205.1,492.0,331.8,160.2,0.0,1,2,2.4,ExpressLog,normal,2015-07-03
966,a,a,117.5,23.5,0.0,0.0,23.5,2,1,0.2,Schnellware,normal,2015-07-03
967,a,c,210.1,322.6,285.9,0.0,36.7,2,1,1.54,Schnellware,normal,2015-07-03
968,c,a,173.4,122.3,100.6,0.0,21.7,2,1,0.71,Schnellware,normal,2015-07-03
969,a,c,83.3,214.9,214.9,0.0,0.0,0,3,2.58,Schnellware,normal,2015-07-03
970,a,a,76.6,130.7,114.2,0.0,16.5,2,1,1.71,Schnellware,normal,2015-07-03
971,c,a,198.5,275.3,232.5,0.0,42.8,2,1,1.39,Schnellware,normal,2015-07-03
972,a,a,78.0,111.4,95.9,0.0,15.5,2,1,1.43,Schnellware,normal,2015-07-03
973,d,c,153.1,459.5,390.3,0.0,69.2,2,1,3.0,Schnellware,normal,2015-07-03
974,a,a,281.7,111.6,0.0,0.0,111.6,2,1,0.4,Schnellware,normal,2015-07-03
975,a,c,186.5,37.3,0.0,0.0,37.3,2,1,0.2,Schnellware,normal,2015-07-03
976,a,a,166.3,125.3,85.4,0.0,39.9,2,1,0.75,Schnellware,yavas_devir,2015-07-03
977,a,a,112.4,42.5,0.0,0.0,42.5,2,1,0.38,Schnellware,normal,2015-07-03
978,c,c,173.7,149.0,121.0,0.0,28.0,2,1,0.86,Schnellware,normal,2015-07-03
979,a,c,149.5,64.0,54.8,0.0,9.2,2,1,0.43,Schnellware,normal,2015-07-03
980,a,a,170.7,512.2,437.2,0.0,75.0,2,1,3.0,Schnellware,normal,2015-07-03
981,d,c,176.6,529.9,450.4,0.0,79.5,2,1,3.0,Nordmann,normal,2015-07-03
982,d,a,193.0,142.3,94.4,30.1,17.8,2,1,0.74,ExpressLog,normal,2015-07-03
983,a,a,249.6,90.1,0.0,0.0,90.1,2,1,0.36,ExpressLog,normal,2015-07-03
984,c,a,144.5,307.4,243.3,0.0,64.1,2,1,2.13,Schnellware,normal,2015-07-03
985,c,c,202.4,503.4,419.7,0.0,83.7,2,1,2.49,Schnellware,normal,2015-07-03
986,a,a,149.9,288.2,236.3,0.0,51.9,2,1,1.92,Schnellware,normal,2015-07-03
987,c,a,163.8,86.4,51.4,20.7,14.3,2,1,0.53,Nordmann,normal,2015-07-03
988,a,a,114.2,342.5,194.6,84.7,63.2,2,1,3.0,Nordmann,yavas_devir,2015-07-03
989,a,a,126.3,28.4,0.0,0.0,28.4,2,1,0.22,Nordmann,normal,2015-07-03
990,d,a,154.7,259.9,99.4,97.6,62.9,2,1,1.68,Nordmann,yavas_devir,2015-07-03
991,a,a,139.5,418.6,298.1,0.0,120.5,2,1,3.0,Schnellware,yavas_devir,2015-07-03
992,a,a,138.5,397.0,253.5,101.3,42.2,2,1,2.87,Nordmann,normal,2015-07-03
993,d,c,183.2,549.7,385.1,116.9,47.7,2,1,3.0,Nordmann,normal,2015-07-03
994,a,a,105.1,231.7,179.5,0.0,52.2,2,1,2.2,Schnellware,normal,2015-07-03
995,d,a,225.3,555.5,368.9,0.0,186.6,2,1,2.47,ExpressLog,yavas_devir,2015-07-03
996,c,a,152.9,317.0,317.0,0.0,0.0,0,3,2.07,Schnellware,normal,2015-07-03
997,d,c,123.7,232.8,190.7,0.0,42.1,2,1,1.88,ExpressLog,normal,2015-07-03
998,a,a,105.2,315.7,121.8,136.9,57.0,2,1,3.0,Nordmann,yavas_devir,2015-07-03
999,d,c,217.1,651.2,453.9,0.0,197.3,2,1,3.0,Schnellware,yavas_devir,2015-07-03
1000,a,c,183.2,192.8,0.0,192.8,0.0,1,2,1.05,Rheinland,normal,2015-07-03
1001,c,a,127.6,160.0,160.0,0.0,0.0,0,3,1.25,Schnellware,normal,2015-07-03
1002,d,c,146.3,118.9,118.9,0.0,0.0,0,3,0.81,Nordmann,normal,2015-07-03
1003,a,a,174.6,62.1,0.0,0.0,62.1,2,1,0.36,Nordmann,yavas_devir,2015-07-03
1004,d,c,123.0,87.0,0.0,87.0,0.0,1,2,0.71,Rheinland,normal,2015-07-03
1005,a,a,151.7,448.5,261.6,186.9,0.0,1,2,2.96,Nordmann,yavas_devir,2015-07-03
1006,c,c,153.7,380.6,314.5,0.0,66.1,2,1,2.48,Schnellware,normal,2015-07-03
1007,c,c,168.0,504.0,431.8,0.0,72.2,2,1,3.0,Schnellware,normal,2015-07-03
1008,a,c,128.4,177.1,159.0,0.0,18.1,2,1,1.38,Schnellware,normal,2015-07-03
1009,a,a,116.2,325.6,325.6,0.0,0.0,0,3,2.8,Schnellware,normal,2015-07-03
1010,d,c,213.0,414.9,333.7,0.0,81.2,2,1,1.95,Schnellware,normal,2015-07-03
1011,a,c,191.9,38.4,0.0,0.0,38.4,2,1,0.2,Schnellware,normal,2015-07-03
1012,d,c,148.6,394.9,276.8,0.0,118.1,2,1,2.66,Schnellware,yavas_devir,2015-07-03
1013,a,a,95.0,107.0,92.8,0.0,14.2,2,1,1.13,Schnellware,normal,2015-07-03
1014,a,c,285.5,178.6,116.3,0.0,62.3,2,1,0.63,Nordmann,yavas_devir,2015-07-03
1015,d,c,146.1,81.1,70.6,0.0,10.5,2,1,0.56,Schnellware,normal,2015-07-03
1016,c,c,126.7,104.3,64.9,28.9,10.5,2,1,0.82,Nordmann,normal,2015-07-03
1017,c,a,177.3,395.3,353.3,0.0,42.0,2,1,2.23,Schnellware,normal,2015-07-03
1018,c,c,287.3,69.9,0.0,0.0,69.9,2,1,0.24,Schnellware,normal,2015-07-03
1019,d,c,219.5,186.4,186.4,0.0,0.0,0,3,0.85,Schnellware,normal,2015-07-03
1020,a,a,221.7,502.0,406.9,0.0,95.1,2,1,2.26,Schnellware,normal,2015-07-03
1021,a,a,217.5,595.2,396.6,0.0,198.6,2,1,2.74,Schnellware,yavas_devir,2015-07-03
1022,a,c,176.1,528.4,475.2,0.0,53.2,2,1,3.0,Schnellware,normal,2015-07-03
1023,c,a,148.5,283.4,235.5,0.0,47.9,2,1,1.91,Schnellware,normal,2015-07-03
1024,c,c,149.8,402.6,350.9,0.0,51.7,2,1,2.69,Schnellware,normal,2015-07-03
1025,a,a,182.2,36.4,0.0,36.4,0.0,1,2,0.2,Rheinland,normal,2015-07-03
1026,c,a,227.5,377.1,245.7,0.0,131.4,2,1,1.66,Schnellware,yavas_devir,2015-07-03
1027,a,c,316.0,200.3,105.5,69.5,25.3,2,1,0.63,Nordmann,normal,2015-07-03
1028,a,a,110.2,173.9,135.4,0.0,38.5,2,1,1.58,Schnellware,normal,2015-07-03
1029,a,a,122.8,119.6,0.0,81.7,37.9,2,1,0.97,ExpressLog,normal,2015-07-03
1030,a,a,82.5,133.0,133.0,0.0,0.0,0,3,1.61,Nordmann,yavas_devir,2015-07-03
1031,d,a,115.6,305.6,182.1,80.5,43.0,2,1,2.64,ExpressLog,normal,2015-07-03
1032,d,c,218.0,342.0,0.0,241.1,100.9,2,1,1.57,Nordmann,normal,2015-07-03
1033,a,a,336.5,293.9,293.9,0.0,0.0,0,3,0.87,Schnellware,normal,2015-07-03
1034,a,a,147.3,58.2,0.0,0.0,58.2,2,1,0.4,Schnellware,normal,2015-07-03
1035,a,a,111.6,54.3,0.0,0.0,54.3,2,1,0.49,Schnellware,yavas_devir,2015-07-03
1036,d,c,121.3,261.7,0.0,152.6,109.1,2,1,2.16,Nordmann,yavas_devir,2015-07-03
1037,a,c,168.7,183.2,0.0,183.2,0.0,1,2,1.09,Rheinland,yavas_devir,2015-07-03
1038,d,a,143.4,112.3,112.3,0.0,0.0,0,3,0.78,Schnellware,normal,2015-07-03
1039,a,c,197.5,592.4,397.5,140.0,54.9,2,1,3.0,ExpressLog,normal,2015-07-03
1040,a,a,209.6,585.2,499.6,0.0,85.6,2,1,2.79,Schnellware,normal,2015-07-03
1041,c,a,150.2,30.6,0.0,30.6,0.0,1,2,0.2,Rheinland,normal,2015-07-03
1042,a,a,99.2,83.7,0.0,83.7,0.0,1,2,0.84,Rheinland,normal,2015-07-03
1043,c,a,213.9,64.7,0.0,0.0,64.7,2,1,0.3,Schnellware,normal,2015-07-03
1044,c,a,161.7,144.9,0.0,144.9,0.0,1,2,0.9,Rheinland,normal,2015-07-03
1045,a,c,174.6,172.8,108.9,48.5,15.4,2,1,0.99,Nordmann,normal,2015-07-03
1046,d,c,208.0,139.4,113.7,0.0,25.7,2,1,0.67,Schnellware,normal,2015-07-03
1047,a,a,116.9,82.2,70.2,0.0,12.0,2,1,0.7,Schnellware,normal,2015-07-03
1048,d,c,164.4,423.9,423.9,0.0,0.0,0,3,2.58,Schnellware,normal,2015-07-03
1049,a,a,97.8,25.4,0.0,25.4,0.0,1,2,0.26,Rheinland,normal,2015-07-03
1050,d,c,179.3,400.1,335.2,0.0,64.9,2,1,2.23,Schnellware,normal,2015-07-03
1051,c,a,179.3,96.2,85.8,0.0,10.4,2,1,0.54,ExpressLog,normal,2015-07-03
1052,a,c,175.8,411.6,198.8,128.5,84.3,2,1,2.34,Nordmann,yavas_devir,2015-07-03
1053,a,a,215.2,429.7,429.7,0.0,0.0,0,3,2.0,Schnellware,normal,2015-07-03
1054,a,c,144.0,386.4,386.4,0.0,0.0,0,3,2.68,Schnellware,normal,2015-07-03
1055,c,a,193.2,43.4,0.0,43.4,0.0,1,2,0.22,Rheinland,normal,2015-07-03
1056,d,c,91.1,63.7,0.0,63.7,0.0,1,2,0.7,Rheinland,normal,2015-07-03
1057,d,c,157.2,311.4,311.4,0.0,0.0,0,3,1.98,Schnellware,normal,2015-07-03
1058,a,c,173.9,521.7,437.9,0.0,83.8,2,1,3.0,Schnellware,normal,2015-07-03
1059,c,a,205.2,318.0,318.0,0.0,0.0,0,3,1.55,Schnellware,normal,2015-07-03
1060,a,c,177.5,469.9,390.8,0.0,79.1,2,1,2.65,ExpressLog,normal,2015-07-03
1061,d,c,177.3,37.6,0.0,0.0,37.6,2,1,0.21,Schnellware,normal,2015-07-03
1062,d,a,154.2,462.6,320.6,90.7,51.3,2,1,3.0,Nordmann,normal,2015-07-03
1063,a,c,103.1,115.1,115.1,0.0,0.0,0,3,1.12,Schnellware,normal,2015-07-03
1064,a,c,230.3,690.8,401.1,212.2,77.5,2,1,3.0,ExpressLog,normal,2015-07-03
1065,a,a,100.7,84.7,55.1,0.0,29.6,2,1,0.84,Schnellware,yavas_devir,2015-07-03
1066,a,a,274.3,468.5,415.4,0.0,53.1,2,1,1.71,Schnellware,normal,2015-07-03
1067,d,c,139.4,55.7,44.2,0.0,11.5,2,1,0.4,ExpressLog,normal,2015-07-03
1068,d,c,107.2,321.6,113.2,129.4,79.0,2,1,3.0,ExpressLog,yavas_devir,2015-07-03
1069,a,c,147.6,242.0,242.0,0.0,0.0,0,3,1.64,Schnellware,normal,2015-07-03
1070,c,c,170.2,242.4,203.5,0.0,38.9,2,1,1.42,Schnellware,normal,2015-07-03
1071,a,a,146.7,198.1,159.8,0.0,38.3,2,1,1.35,Schnellware,normal,2015-07-03
1072,a,c,162.1,32.4,0.0,0.0,32.4,2,1,0.2,Schnellware,normal,2015-07-03
1073,a,c,173.2,243.8,243.8,0.0,0.0,0,3,1.41,Schnellware,normal,2015-07-03
1074,c,c,124.0,24.8,0.0,0.0,24.8,2,1,0.2,Nordmann,normal,2015-07-03
1075,a,c,283.8,174.8,156.5,0.0,18.3,2,1,0.62,Schnellware,normal,2015-07-03
1076,a,c,86.4,98.2,0.0,98.2,0.0,1,2,1.14,Rheinland,normal,2015-07-03
1077,a,a,107.6,262.3,262.3,0.0,0.0,0,3,2.44,Schnellware,normal,2015-07-03
1078,d,c,161.1,334.2,276.7,0.0,57.5,2,1,2.07,Schnellware,normal,2015-07-03
1079,a,a,208.5,70.0,0.0,70.0,0.0,1,2,0.34,Rheinland,normal,2015-07-03
1080,a,a,249.4,748.1,680.8,0.0,67.3,2,1,3.0,Schnellware,normal,2015-07-03
1081,b,a,135.3,220.4,0.0,220.4,0.0,1,2,1.63,Rheinland,yavas_devir,2015-07-03
1082,c,a,171.0,261.8,231.0,0.0,30.8,2,1,1.53,Schnellware,normal,2015-07-03
1083,d,c,123.9,371.6,253.5,79.7,38.4,2,1,3.0,ExpressLog,normal,2015-07-03
1084,a,a,153.7,134.6,0.0,134.6,0.0,1,2,0.88,Rheinland,normal,2015-07-03
1085,c,a,183.9,428.6,257.9,117.9,52.8,2,1,2.33,Nordmann,normal,2015-07-03
1086,a,a,181.1,156.2,123.0,0.0,33.2,2,1,0.86,Schnellware,normal,2015-07-03
1087,d,c,152.7,101.6,65.0,0.0,36.6,2,1,0.67,Schnellware,yavas_devir,2015-07-03
