magaza,tarih,h,siparis,tedarikci,lead_gun,varis_tarihi,tutar_eur,onay_tekil,tedarikci_gun_tutar_eur,onay_zincir,onay_gerekli
907,2015-07-22,19,276.8,Schnellware,2,2015-07-24,1660.8,0,1014331.8,1,1
856,2015-07-22,19,276.4,Schnellware,2,2015-07-24,1658.4,0,1014331.8,1,1
174,2015-07-22,19,276.1,Schnellware,2,2015-07-24,1656.6,0,1014331.8,1,1
707,2015-07-22,19,275.8,Schnellware,2,2015-07-24,1654.8,0,1014331.8,1,1
1057,2015-07-22,19,275.7,Schnellware,2,2015-07-24,1654.2,0,1014331.8,1,1
441,2015-07-22,19,275.5,Schnellware,2,2015-07-24,1653.0,0,1014331.8,1,1
1032,2015-07-22,19,274.7,Nordmann,5,2015-07-27,1648.2,0,215119.2,0,0
372,2015-07-22,19,274.5,Nordmann,5,2015-07-27,1647.0,0,215119.2,0,0
60,2015-07-22,19,274.2,Nordmann,5,2015-07-27,1645.2,0,215119.2,0,0
973,2015-07-22,19,273.8,Schnellware,2,2015-07-24,1642.8,0,1014331.8,1,1
785,2015-07-22,19,273.6,Schnellware,2,2015-07-24,1641.6,0,1014331.8,1,1
847,2015-07-22,19,273.3,Schnellware,2,2015-07-24,1639.8,0,1014331.8,1,1
357,2015-07-22,19,273.2,Schnellware,2,2015-07-24,1639.2,0,1014331.8,1,1
936,2015-07-22,19,273.0,Schnellware,2,2015-07-24,1638.0,0,1014331.8,1,1
378,2015-07-22,19,272.8,Schnellware,2,2015-07-24,1636.8,0,1014331.8,1,1
403,2015-07-22,19,272.6,Schnellware,2,2015-07-24,1635.6,0,1014331.8,1,1
627,2015-07-22,19,272.6,Schnellware,2,2015-07-24,1635.6,0,1014331.8,1,1
58,2015-07-22,19,271.8,Schnellware,2,2015-07-24,1630.8,0,1014331.8,1,1
320,2015-07-22,19,271.6,ExpressLog,1,2015-07-23,1629.6,0,95403.0,0,0
1012,2015-07-22,19,270.3,Schnellware,2,2015-07-24,1621.8,0,1014331.8,1,1
771,2015-07-22,19,270.0,Schnellware,2,2015-07-24,1620.0,0,1014331.8,1,1
500,2015-07-22,19,269.9,Schnellware,2,2015-07-24,1619.4,0,1014331.8,1,1
824,2015-07-22,19,269.9,Schnellware,2,2015-07-24,1619.4,0,1014331.8,1,1
960,2015-07-22,19,269.7,Schnellware,2,2015-07-24,1618.2,0,1014331.8,1,1
163,2015-07-22,19,269.4,Schnellware,2,2015-07-24,1616.4,0,1014331.8,1,1
629,2015-07-22,19,269.2,Schnellware,2,2015-07-24,1615.2,0,1014331.8,1,1
427,2015-07-22,19,268.9,Nordmann,5,2015-07-27,1613.4,0,215119.2,0,0
371,2015-07-22,19,268.7,Schnellware,2,2015-07-24,1612.2,0,1014331.8,1,1
66,2015-07-22,19,268.5,Schnellware,2,2015-07-24,1611.0,0,1014331.8,1,1
423,2015-07-22,19,268.2,Nordmann,5,2015-07-27,1609.2,0,215119.2,0,0
273,2015-07-22,19,267.4,Schnellware,2,2015-07-24,1604.4,0,1014331.8,1,1
556,2015-07-22,19,266.9,Schnellware,2,2015-07-24,1601.4,0,1014331.8,1,1
1045,2015-07-22,19,266.6,Nordmann,5,2015-07-27,1599.6,0,215119.2,0,0
940,2015-07-22,19,266.5,Schnellware,2,2015-07-24,1599.0,0,1014331.8,1,1
1022,2015-07-22,19,266.5,Schnellware,2,2015-07-24,1599.0,0,1014331.8,1,1
246,2015-07-22,19,265.8,Schnellware,2,2015-07-24,1594.8,0,1014331.8,1,1
503,2015-07-22,19,264.9,Schnellware,2,2015-07-24,1589.4,0,1014331.8,1,1
448,2015-07-22,19,264.6,Nordmann,5,2015-07-27,1587.6,0,215119.2,0,0
216,2015-07-22,19,264.4,Schnellware,2,2015-07-24,1586.4,0,1014331.8,1,1
477,2015-07-22,19,263.4,Schnellware,2,2015-07-24,1580.4,0,1014331.8,1,1
720,2015-07-22,19,263.3,Schnellware,2,2015-07-24,1579.8,0,1014331.8,1,1
757,2015-07-22,19,262.5,Schnellware,2,2015-07-24,1575.0,0,1014331.8,1,1
94,2015-07-22,19,262.1,Schnellware,2,2015-07-24,1572.6,0,1014331.8,1,1
311,2015-07-22,19,261.9,Schnellware,2,2015-07-24,1571.4,0,1014331.8,1,1
706,2015-07-22,19,261.8,Schnellware,2,2015-07-24,1570.8,0,1014331.8,1,1
415,2015-07-22,19,261.3,Schnellware,2,2015-07-24,1567.8,0,1014331.8,1,1
430,2015-07-22,19,261.0,Nordmann,5,2015-07-27,1566.0,0,215119.2,0,0
508,2015-07-22,19,260.5,Schnellware,2,2015-07-24,1563.0,0,1014331.8,1,1
882,2015-07-22,19,259.9,Schnellware,2,2015-07-24,1559.4,0,1014331.8,1,1
671,2015-07-22,19,259.6,Schnellware,2,2015-07-24,1557.6,0,1014331.8,1,1
827,2015-07-22,19,259.5,ExpressLog,1,2015-07-23,1557.0,0,95403.0,0,0
203,2015-07-22,19,259.4,Schnellware,2,2015-07-24,1556.4,0,1014331.8,1,1
375,2015-07-22,19,259.4,Schnellware,2,2015-07-24,1556.4,0,1014331.8,1,1
439,2015-07-22,19,259.0,Schnellware,2,2015-07-24,1554.0,0,1014331.8,1,1
968,2015-07-22,19,258.9,Schnellware,2,2015-07-24,1553.4,0,1014331.8,1,1
1113,2015-07-22,19,258.9,Schnellware,2,2015-07-24,1553.4,0,1014331.8,1,1
1087,2015-07-22,19,258.2,Schnellware,2,2015-07-24,1549.2,0,1014331.8,1,1
336,2015-07-22,19,257.9,ExpressLog,1,2015-07-23,1547.4,0,95403.0,0,0
1024,2015-07-22,19,257.7,Schnellware,2,2015-07-24,1546.2,0,1014331.8,1,1
796,2015-07-22,19,257.4,Schnellware,2,2015-07-24,1544.4,0,1014331.8,1,1
474,2015-07-22,19,257.3,Schnellware,2,2015-07-24,1543.8,0,1014331.8,1,1
255,2015-07-22,19,256.6,Schnellware,2,2015-07-24,1539.6,0,1014331.8,1,1
179,2015-07-22,19,256.4,Schnellware,2,2015-07-24,1538.4,0,1014331.8,1,1
291,2015-07-22,19,256.4,Schnellware,2,2015-07-24,1538.4,0,1014331.8,1,1
978,2015-07-22,19,256.3,Schnellware,2,2015-07-24,1537.8,0,1014331.8,1,1
507,2015-07-22,19,255.9,Nordmann,5,2015-07-27,1535.4,0,215119.2,0,0
305,2015-07-22,19,255.7,Schnellware,2,2015-07-24,1534.2,0,1014331.8,1,1
815,2015-07-22,19,255.4,Schnellware,2,2015-07-24,1532.4,0,1014331.8,1,1
851,2015-07-22,19,255.3,Schnellware,2,2015-07-24,1531.8,0,1014331.8,1,1
1058,2015-07-22,19,255.0,Schnellware,2,2015-07-24,1530.0,0,1014331.8,1,1
1038,2015-07-22,19,254.8,Schnellware,2,2015-07-24,1528.8,0,1014331.8,1,1
1048,2015-07-22,19,254.8,Schnellware,2,2015-07-24,1528.8,0,1014331.8,1,1
1006,2015-07-22,19,254.5,Schnellware,2,2015-07-24,1527.0,0,1014331.8,1,1
1078,2015-07-22,19,254.4,Schnellware,2,2015-07-24,1526.4,0,1014331.8,1,1
769,2015-07-22,19,253.7,ExpressLog,1,2015-07-23,1522.2,0,95403.0,0,0
991,2015-07-22,19,253.6,Schnellware,2,2015-07-24,1521.6,0,1014331.8,1,1
128,2015-07-22,19,253.5,Nordmann,5,2015-07-27,1521.0,0,215119.2,0,0
466,2015-07-22,19,253.5,Schnellware,2,2015-07-24,1521.0,0,1014331.8,1,1
576,2015-07-22,19,253.1,Schnellware,2,2015-07-24,1518.6,0,1014331.8,1,1
598,2015-07-22,19,252.9,Schnellware,2,2015-07-24,1517.4,0,1014331.8,1,1
26,2015-07-22,19,252.8,Schnellware,2,2015-07-24,1516.8,0,1014331.8,1,1
506,2015-07-22,19,252.4,Schnellware,2,2015-07-24,1514.4,0,1014331.8,1,1
173,2015-07-22,19,252.3,Nordmann,5,2015-07-27,1513.8,0,215119.2,0,0
16,2015-07-22,19,252.2,Nordmann,5,2015-07-27,1513.2,0,215119.2,0,0
961,2015-07-22,19,252.2,Schnellware,2,2015-07-24,1513.2,0,1014331.8,1,1
304,2015-07-22,19,251.8,Schnellware,2,2015-07-24,1510.8,0,1014331.8,1,1
1017,2015-07-22,19,251.5,Schnellware,2,2015-07-24,1509.0,0,1014331.8,1,1
663,2015-07-22,19,251.3,Schnellware,2,2015-07-24,1507.8,0,1014331.8,1,1
297,2015-07-22,19,251.2,Schnellware,2,2015-07-24,1507.2,0,1014331.8,1,1
206,2015-07-22,19,250.6,Schnellware,2,2015-07-24,1503.6,0,1014331.8,1,1
613,2015-07-22,19,250.3,Schnellware,2,2015-07-24,1501.8,0,1014331.8,1,1
106,2015-07-22,19,250.1,Nordmann,5,2015-07-27,1500.6,0,215119.2,0,0
417,2015-07-22,19,249.9,Schnellware,2,2015-07-24,1499.4,0,1014331.8,1,1
70,2015-07-22,19,249.7,Schnellware,2,2015-07-24,1498.2,0,1014331.8,1,1
321,2015-07-22,19,249.7,Schnellware,2,2015-07-24,1498.2,0,1014331.8,1,1
860,2015-07-22,19,249.7,Schnellware,2,2015-07-24,1498.2,0,1014331.8,1,1
854,2015-07-22,19,249.6,Schnellware,2,2015-07-24,1497.6,0,1014331.8,1,1
524,2015-07-22,19,249.3,Nordmann,5,2015-07-27,1495.8,0,215119.2,0,0
611,2015-07-22,19,249.1,Schnellware,2,2015-07-24,1494.6,0,1014331.8,1,1
939,2015-07-22,19,248.9,Schnellware,2,2015-07-24,1493.4,0,1014331.8,1,1
901,2015-07-22,19,248.6,Schnellware,2,2015-07-24,1491.6,0,1014331.8,1,1
561,2015-07-22,19,248.5,Schnellware,2,2015-07-24,1491.0,0,1014331.8,1,1
614,2015-07-22,19,248.3,Schnellware,2,2015-07-24,1489.8,0,1014331.8,1,1
354,2015-07-22,19,247.9,Nordmann,5,2015-07-27,1487.4,0,215119.2,0,0
763,2015-07-22,19,247.9,Schnellware,2,2015-07-24,1487.4,0,1014331.8,1,1
197,2015-07-22,19,247.5,Schnellware,2,2015-07-24,1485.0,0,1014331.8,1,1
392,2015-07-22,19,247.3,Schnellware,2,2015-07-24,1483.8,0,1014331.8,1,1
309,2015-07-22,19,247.2,Schnellware,2,2015-07-24,1483.2,0,1014331.8,1,1
90,2015-07-22,19,247.1,Nordmann,5,2015-07-27,1482.6,0,215119.2,0,0
41,2015-07-22,19,246.9,Schnellware,2,2015-07-24,1481.4,0,1014331.8,1,1
317,2015-07-22,19,246.6,Schnellware,2,2015-07-24,1479.6,0,1014331.8,1,1
277,2015-07-22,19,246.1,Schnellware,2,2015-07-24,1476.6,0,1014331.8,1,1
1003,2015-07-22,19,245.9,Nordmann,5,2015-07-27,1475.4,0,215119.2,0,0
361,2015-07-22,19,245.8,Schnellware,2,2015-07-24,1474.8,0,1014331.8,1,1
912,2015-07-22,19,245.7,Schnellware,2,2015-07-24,1474.2,0,1014331.8,1,1
738,2015-07-22,19,245.6,Nordmann,5,2015-07-27,1473.6,0,215119.2,0,0
515,2015-07-22,19,245.3,Nordmann,5,2015-07-27,1471.8,0,215119.2,0,0
412,2015-07-22,19,244.9,Nordmann,5,2015-07-27,1469.4,0,215119.2,0,0
1015,2015-07-22,19,244.8,Schnellware,2,2015-07-24,1468.8,0,1014331.8,1,1
829,2015-07-22,19,244.6,Schnellware,2,2015-07-24,1467.6,0,1014331.8,1,1
877,2015-07-22,19,244.4,Schnellware,2,2015-07-24,1466.4,0,1014331.8,1,1
215,2015-07-22,19,244.0,Schnellware,2,2015-07-24,1464.0,0,1014331.8,1,1
360,2015-07-22,19,243.9,Schnellware,2,2015-07-24,1463.4,0,1014331.8,1,1
337,2015-07-22,19,243.4,Schnellware,2,2015-07-24,1460.4,0,1014331.8,1,1
590,2015-07-22,19,243.0,Schnellware,2,2015-07-24,1458.0,0,1014331.8,1,1
518,2015-07-22,19,242.6,Schnellware,2,2015-07-24,1455.6,0,1014331.8,1,1
326,2015-07-22,19,242.5,Schnellware,2,2015-07-24,1455.0,0,1014331.8,1,1
840,2015-07-22,19,242.5,Schnellware,2,2015-07-24,1455.0,0,1014331.8,1,1
143,2015-07-22,19,242.1,Schnellware,2,2015-07-24,1452.6,0,1014331.8,1,1
792,2015-07-22,19,241.9,Schnellware,2,2015-07-24,1451.4,0,1014331.8,1,1
890,2015-07-22,19,241.9,Schnellware,2,2015-07-24,1451.4,0,1014331.8,1,1
243,2015-07-22,19,241.7,Schnellware,2,2015-07-24,1450.2,0,1014331.8,1,1
884,2015-07-22,19,241.1,Schnellware,2,2015-07-24,1446.6,0,1014331.8,1,1
980,2015-07-22,19,240.9,Schnellware,2,2015-07-24,1445.4,0,1014331.8,1,1
552,2015-07-22,19,239.3,Schnellware,2,2015-07-24,1435.8,0,1014331.8,1,1
343,2015-07-22,19,239.2,Nordmann,5,2015-07-27,1435.2,0,215119.2,0,0
542,2015-07-22,19,239.2,Schnellware,2,2015-07-24,1435.2,0,1014331.8,1,1
904,2015-07-22,19,239.2,Schnellware,2,2015-07-24,1435.2,0,1014331.8,1,1
522,2015-07-22,19,239.0,Nordmann,5,2015-07-27,1434.0,0,215119.2,0,0
728,2015-07-22,19,239.0,Schnellware,2,2015-07-24,1434.0,0,1014331.8,1,1
45,2015-07-22,19,238.7,Schnellware,2,2015-07-24,1432.2,0,1014331.8,1,1
12,2015-07-22,19,238.6,Nordmann,5,2015-07-27,1431.6,0,215119.2,0,0
1072,2015-07-22,19,238.5,Schnellware,2,2015-07-24,1431.0,0,1014331.8,1,1
95,2015-07-22,19,238.4,Schnellware,2,2015-07-24,1430.4,0,1014331.8,1,1
564,2015-07-22,19,238.2,Schnellware,2,2015-07-24,1429.2,0,1014331.8,1,1
264,2015-07-22,19,238.1,Schnellware,2,2015-07-24,1428.6,0,1014331.8,1,1
905,2015-07-22,19,237.8,Schnellware,2,2015-07-24,1426.8,0,1014331.8,1,1
182,2015-07-22,19,237.7,Schnellware,2,2015-07-24,1426.2,0,1014331.8,1,1
205,2015-07-22,19,237.1,Schnellware,2,2015-07-24,1422.6,0,1014331.8,1,1
666,2015-07-22,19,237.1,Nordmann,5,2015-07-27,1422.6,0,215119.2,0,0
537,2015-07-22,19,237.0,Schnellware,2,2015-07-24,1422.0,0,1014331.8,1,1
699,2015-07-22,19,237.0,Nordmann,5,2015-07-27,1422.0,0,215119.2,0,0
741,2015-07-22,19,237.0,Nordmann,5,2015-07-27,1422.0,0,215119.2,0,0
759,2015-07-22,19,236.6,Nordmann,5,2015-07-27,1419.6,0,215119.2,0,0
433,2015-07-22,19,236.5,Schnellware,2,2015-07-24,1419.0,0,1014331.8,1,1
959,2015-07-22,19,236.2,Schnellware,2,2015-07-24,1417.2,0,1014331.8,1,1
588,2015-07-22,19,235.9,Schnellware,2,2015-07-24,1415.4,0,1014331.8,1,1
31,2015-07-22,19,235.8,Schnellware,2,2015-07-24,1414.8,0,1014331.8,1,1
1082,2015-07-22,19,235.8,Schnellware,2,2015-07-24,1414.8,0,1014331.8,1,1
313,2015-07-22,19,235.6,Schnellware,2,2015-07-24,1413.6,0,1014331.8,1,1
10,2015-07-22,19,234.8,Schnellware,2,2015-07-24,1408.8,0,1014331.8,1,1
867,2015-07-22,19,234.6,Schnellware,2,2015-07-24,1407.6,0,1014331.8,1,1
89,2015-07-22,19,234.1,Schnellware,2,2015-07-24,1404.6,0,1014331.8,1,1
603,2015-07-22,19,234.1,Nordmann,5,2015-07-27,1404.6,0,215119.2,0,0
92,2015-07-22,19,233.6,Schnellware,2,2015-07-24,1401.6,0,1014331.8,1,1
290,2015-07-22,19,233.5,Schnellware,2,2015-07-24,1401.0,0,1014331.8,1,1
329,2015-07-22,19,233.3,Schnellware,2,2015-07-24,1399.8,0,1014331.8,1,1
993,2015-07-22,19,233.3,Nordmann,5,2015-07-27,1399.8,0,215119.2,0,0
1085,2015-07-22,19,233.3,Nordmann,5,2015-07-27,1399.8,0,215119.2,0,0
819,2015-07-22,19,233.2,Schnellware,2,2015-07-24,1399.2,0,1014331.8,1,1
160,2015-07-22,19,233.1,Schnellware,2,2015-07-24,1398.6,0,1014331.8,1,1
979,2015-07-22,19,232.9,Schnellware,2,2015-07-24,1397.4,0,1014331.8,1,1
402,2015-07-22,19,232.6,Schnellware,2,2015-07-24,1395.6,0,1014331.8,1,1
976,2015-07-22,19,232.6,Schnellware,2,2015-07-24,1395.6,0,1014331.8,1,1
818,2015-07-22,19,232.2,Schnellware,2,2015-07-24,1393.2,0,1014331.8,1,1
485,2015-07-22,19,231.7,Schnellware,2,2015-07-24,1390.2,0,1014331.8,1,1
399,2015-07-22,19,231.5,Schnellware,2,2015-07-24,1389.0,0,1014331.8,1,1
97,2015-07-22,19,231.0,Schnellware,2,2015-07-24,1386.0,0,1014331.8,1,1
813,2015-07-22,19,230.6,Schnellware,2,2015-07-24,1383.6,0,1014331.8,1,1
451,2015-07-22,19,230.3,Schnellware,2,2015-07-24,1381.8,0,1014331.8,1,1
393,2015-07-22,19,229.8,Schnellware,2,2015-07-24,1378.8,0,1014331.8,1,1
933,2015-07-22,19,229.8,Schnellware,2,2015-07-24,1378.8,0,1014331.8,1,1
38,2015-07-22,19,229.3,Schnellware,2,2015-07-24,1375.8,0,1014331.8,1,1
102,2015-07-22,19,229.3,Schnellware,2,2015-07-24,1375.8,0,1014331.8,1,1
340,2015-07-22,19,229.2,Schnellware,2,2015-07-24,1375.2,0,1014331.8,1,1
808,2015-07-22,19,228.9,Nordmann,5,2015-07-27,1373.4,0,215119.2,0,0
338,2015-07-22,19,228.3,Nordmann,5,2015-07-27,1369.8,0,215119.2,0,0
1107,2015-07-22,19,228.3,Nordmann,5,2015-07-27,1369.8,0,215119.2,0,0
984,2015-07-22,19,228.1,Schnellware,2,2015-07-24,1368.6,0,1014331.8,1,1
19,2015-07-22,19,227.9,Schnellware,2,2015-07-24,1367.4,0,1014331.8,1,1
223,2015-07-22,19,227.4,Nordmann,5,2015-07-27,1364.4,0,215119.2,0,0
457,2015-07-22,19,227.0,Schnellware,2,2015-07-24,1362.0,0,1014331.8,1,1
962,2015-07-22,19,226.1,Schnellware,2,2015-07-24,1356.6,0,1014331.8,1,1
478,2015-07-22,19,225.9,Schnellware,2,2015-07-24,1355.4,0,1014331.8,1,1
1052,2015-07-22,19,225.8,Nordmann,5,2015-07-27,1354.8,0,215119.2,0,0
490,2015-07-22,19,225.1,Nordmann,5,2015-07-27,1350.6,0,215119.2,0,0
138,2015-07-22,19,224.9,Schnellware,2,2015-07-24,1349.4,0,1014331.8,1,1
3,2015-07-22,19,224.6,Schnellware,2,2015-07-24,1347.6,0,1014331.8,1,1
386,2015-07-22,19,223.1,Nordmann,5,2015-07-27,1338.6,0,215119.2,0,0
652,2015-07-22,19,223.0,Schnellware,2,2015-07-24,1338.0,0,1014331.8,1,1
591,2015-07-22,19,222.9,Schnellware,2,2015-07-24,1337.4,0,1014331.8,1,1
748,2015-07-22,19,222.7,Schnellware,2,2015-07-24,1336.2,0,1014331.8,1,1
185,2015-07-22,19,222.3,Nordmann,5,2015-07-27,1333.8,0,215119.2,0,0
325,2015-07-22,19,222.2,Schnellware,2,2015-07-24,1333.2,0,1014331.8,1,1
401,2015-07-22,19,221.3,Schnellware,2,2015-07-24,1327.8,0,1014331.8,1,1
284,2015-07-22,19,221.2,Schnellware,2,2015-07-24,1327.2,0,1014331.8,1,1
625,2015-07-22,19,221.1,Schnellware,2,2015-07-24,1326.6,0,1014331.8,1,1
981,2015-07-22,19,221.1,Nordmann,5,2015-07-27,1326.6,0,215119.2,0,0
293,2015-07-22,19,220.3,Schnellware,2,2015-07-24,1321.8,0,1014331.8,1,1
1023,2015-07-22,19,219.8,Schnellware,2,2015-07-24,1318.8,0,1014331.8,1,1
300,2015-07-22,19,219.7,Nordmann,5,2015-07-27,1318.2,0,215119.2,0,0
680,2015-07-22,19,219.7,Schnellware,2,2015-07-24,1318.2,0,1014331.8,1,1
823,2015-07-22,19,219.5,Schnellware,2,2015-07-24,1317.0,0,1014331.8,1,1
74,2015-07-22,19,219.3,Schnellware,2,2015-07-24,1315.8,0,1014331.8,1,1
778,2015-07-22,19,219.3,Schnellware,2,2015-07-24,1315.8,0,1014331.8,1,1
200,2015-07-22,19,218.8,Nordmann,5,2015-07-27,1312.8,0,215119.2,0,0
1094,2015-07-22,19,218.4,Schnellware,2,2015-07-24,1310.4,0,1014331.8,1,1
848,2015-07-22,19,217.5,Nordmann,5,2015-07-27,1305.0,0,215119.2,0,0
1071,2015-07-22,19,217.3,Schnellware,2,2015-07-24,1303.8,0,1014331.8,1,1
715,2015-07-22,19,217.2,Nordmann,5,2015-07-27,1303.2,0,215119.2,0,0
136,2015-07-22,19,217.0,Schnellware,2,2015-07-24,1302.0,0,1014331.8,1,1
1062,2015-07-22,19,216.9,Nordmann,5,2015-07-27,1301.4,0,215119.2,0,0
164,2015-07-22,19,216.7,Schnellware,2,2015-07-24,1300.2,0,1014331.8,1,1
365,2015-07-22,19,216.7,Schnellware,2,2015-07-24,1300.2,0,1014331.8,1,1
635,2015-07-22,19,216.7,Nordmann,5,2015-07-27,1300.2,0,215119.2,0,0
798,2015-07-22,19,216.5,Schnellware,2,2015-07-24,1299.0,0,1014331.8,1,1
346,2015-07-22,19,216.1,Nordmann,5,2015-07-27,1296.6,0,215119.2,0,0
931,2015-07-22,19,216.0,Schnellware,2,2015-07-24,1296.0,0,1014331.8,1,1
916,2015-07-22,19,215.7,Schnellware,2,2015-07-24,1294.2,0,1014331.8,1,1
9,2015-07-22,19,215.2,Nordmann,5,2015-07-27,1291.2,0,215119.2,0,0
927,2015-07-22,19,215.2,Schnellware,2,2015-07-24,1291.2,0,1014331.8,1,1
996,2015-07-22,19,215.1,Schnellware,2,2015-07-24,1290.6,0,1014331.8,1,1
554,2015-07-22,19,213.9,Schnellware,2,2015-07-24,1283.4,0,1014331.8,1,1
447,2015-07-22,19,213.7,Schnellware,2,2015-07-24,1282.2,0,1014331.8,1,1
339,2015-07-22,19,213.5,Schnellware,2,2015-07-24,1281.0,0,1014331.8,1,1
119,2015-07-22,19,213.3,Schnellware,2,2015-07-24,1279.8,0,1014331.8,1,1
130,2015-07-22,19,213.3,Schnellware,2,2015-07-24,1279.8,0,1014331.8,1,1
773,2015-07-22,19,213.3,Schnellware,2,2015-07-24,1279.8,0,1014331.8,1,1
745,2015-07-22,19,213.2,Schnellware,2,2015-07-24,1279.2,0,1014331.8,1,1
833,2015-07-22,19,212.8,Schnellware,2,2015-07-24,1276.8,0,1014331.8,1,1
891,2015-07-22,19,212.8,Nordmann,5,2015-07-27,1276.8,0,215119.2,0,0
634,2015-07-22,19,212.5,Schnellware,2,2015-07-24,1275.0,0,1014331.8,1,1
294,2015-07-22,19,212.3,Schnellware,2,2015-07-24,1273.8,0,1014331.8,1,1
131,2015-07-22,19,212.2,Schnellware,2,2015-07-24,1273.2,0,1014331.8,1,1
261,2015-07-22,19,212.1,ExpressLog,1,2015-07-23,1272.6,0,95403.0,0,0
601,2015-07-22,19,212.1,Schnellware,2,2015-07-24,1272.6,0,1014331.8,1,1
495,2015-07-22,19,211.6,Schnellware,2,2015-07-24,1269.6,0,1014331.8,1,1
623,2015-07-22,19,211.6,Nordmann,5,2015-07-27,1269.6,0,215119.2,0,0
540,2015-07-22,19,211.4,Nordmann,5,2015-07-27,1268.4,0,215119.2,0,0
832,2015-07-22,19,211.4,Nordmann,5,2015-07-27,1268.4,0,215119.2,0,0
509,2015-07-22,19,210.7,Schnellware,2,2015-07-24,1264.2,0,1014331.8,1,1
398,2015-07-22,19,210.6,Schnellware,2,2015-07-24,1263.6,0,1014331.8,1,1
239,2015-07-22,19,210.4,Schnellware,2,2015-07-24,1262.4,0,1014331.8,1,1
52,2015-07-22,19,209.8,Nordmann,5,2015-07-27,1258.8,0,215119.2,0,0
602,2015-07-22,19,209.6,Nordmann,5,2015-07-27,1257.6,0,215119.2,0,0
312,2015-07-22,19,209.3,Schnellware,2,2015-07-24,1255.8,0,1014331.8,1,1
597,2015-07-22,19,209.2,Schnellware,2,2015-07-24,1255.2,0,1014331.8,1,1
18,2015-07-22,19,209.0,Nordmann,5,2015-07-27,1254.0,0,215119.2,0,0
565,2015-07-22,19,209.0,Nordmann,5,2015-07-27,1254.0,0,215119.2,0,0
825,2015-07-22,19,208.9,Schnellware,2,2015-07-24,1253.4,0,1014331.8,1,1
1096,2015-07-22,19,208.5,Schnellware,2,2015-07-24,1251.0,0,1014331.8,1,1
107,2015-07-22,19,208.2,Nordmann,5,2015-07-27,1249.2,0,215119.2,0,0
278,2015-07-22,19,208.1,Nordmann,5,2015-07-27,1248.6,0,215119.2,0,0
79,2015-07-22,19,208.0,Schnellware,2,2015-07-24,1248.0,0,1014331.8,1,1
271,2015-07-22,19,207.9,Schnellware,2,2015-07-24,1247.4,0,1014331.8,1,1
690,2015-07-22,19,207.9,Schnellware,2,2015-07-24,1247.4,0,1014331.8,1,1
149,2015-07-22,19,207.8,Schnellware,2,2015-07-24,1246.8,0,1014331.8,1,1
708,2015-07-22,19,207.8,Schnellware,2,2015-07-24,1246.8,0,1014331.8,1,1
929,2015-07-22,19,207.4,Schnellware,2,2015-07-24,1244.4,0,1014331.8,1,1
180,2015-07-22,19,207.3,Nordmann,5,2015-07-27,1243.8,0,215119.2,0,0
802,2015-07-22,19,206.7,Nordmann,5,2015-07-27,1240.2,0,215119.2,0,0
153,2015-07-22,19,205.6,Schnellware,2,2015-07-24,1233.6,0,1014331.8,1,1
779,2015-07-22,19,205.3,Schnellware,2,2015-07-24,1231.8,0,1014331.8,1,1
249,2015-07-22,19,204.5,Schnellware,2,2015-07-24,1227.0,0,1014331.8,1,1
692,2015-07-22,19,204.5,Schnellware,2,2015-07-24,1227.0,0,1014331.8,1,1
736,2015-07-22,19,204.3,Schnellware,2,2015-07-24,1225.8,0,1014331.8,1,1
647,2015-07-22,19,204.1,Schnellware,2,2015-07-24,1224.6,0,1014331.8,1,1
115,2015-07-22,19,203.8,Nordmann,5,2015-07-27,1222.8,0,215119.2,0,0
566,2015-07-22,19,203.7,Schnellware,2,2015-07-24,1222.2,0,1014331.8,1,1
830,2015-07-22,19,203.4,Nordmann,5,2015-07-27,1220.4,0,215119.2,0,0
1054,2015-07-22,19,203.2,Schnellware,2,2015-07-24,1219.2,0,1014331.8,1,1
617,2015-07-22,19,203.1,Schnellware,2,2015-07-24,1218.6,0,1014331.8,1,1
987,2015-07-22,19,203.0,Nordmann,5,2015-07-27,1218.0,0,215119.2,0,0
46,2015-07-22,19,202.9,Schnellware,2,2015-07-24,1217.4,0,1014331.8,1,1
517,2015-07-22,19,202.5,Schnellware,2,2015-07-24,1215.0,0,1014331.8,1,1
272,2015-07-22,19,202.2,Schnellware,2,2015-07-24,1213.2,0,1014331.8,1,1
420,2015-07-22,19,202.2,Schnellware,2,2015-07-24,1213.2,0,1014331.8,1,1
331,2015-07-22,19,201.6,Schnellware,2,2015-07-24,1209.6,0,1014331.8,1,1
874,2015-07-22,19,200.9,Schnellware,2,2015-07-24,1205.4,0,1014331.8,1,1
658,2015-07-22,19,200.4,Schnellware,2,2015-07-24,1202.4,0,1014331.8,1,1
463,2015-07-22,19,200.2,Schnellware,2,2015-07-24,1201.2,0,1014331.8,1,1
783,2015-07-22,19,200.2,Nordmann,5,2015-07-27,1201.2,0,215119.2,0,0
990,2015-07-22,19,200.2,Nordmann,5,2015-07-27,1201.2,0,215119.2,0,0
181,2015-07-22,19,200.1,Schnellware,2,2015-07-24,1200.6,0,1014331.8,1,1
606,2015-07-22,19,200.1,Schnellware,2,2015-07-24,1200.6,0,1014331.8,1,1
628,2015-07-22,19,199.8,Schnellware,2,2015-07-24,1198.8,0,1014331.8,1,1
